,Unnamed: 0,user_id,condnum,iso_time,prolific_id,gender,age,nationality,education,experience,eating_habits,goal,restrictions,american,european,other_continent
186,213,389859507456,3,2021-03-21T15:18:57.446Z,,male,51,American,4,chigh,neutral,lweight,none,American,0,0
187,214,419152752049,3,2021-03-21T15:05:11.339Z,,female,72,American,3,clow,neutral,"salt,vegetables",lactose,American,0,0
188,215,1192371339881,3,2021-03-21T15:05:47.874Z,,male,41,American,2,cmedium,neutral,lweight,none,American,0,0
189,216,1546067227789,3,2021-03-21T15:06:38.315Z,,male,22,American,2,cmedium,healthy,"protein,lweight",none,American,0,0
190,217,672726433472,3,2021-03-21T15:06:30.349Z,,male,59,American,3,cmedium,unhealthy,none,none,American,0,0
191,218,817367266019,3,2021-03-21T15:08:52.676Z,,male,41,American,3,cmedium,neutral,none,none,American,0,0
192,219,1531872228065,3,2021-03-21T15:13:10.105Z,,female,50,American,3,cmedium,healthy,none,none,American,0,0
193,220,1193142115513,3,2021-03-21T15:14:03.219Z,,female,34,American,4,cmedium,healthy,none,lactose,American,0,0
194,221,695033214928,3,2021-03-21T15:21:45.968Z,,male,33,American,2,clow,healthy,Eat less sugar,"vegan,Vegan",American,0,0
195,222,357713248558,3,2021-03-21T15:24:27.070Z,,male,65,American,3,cmedium,neutral,none,allergies,American,0,0
196,223,1525955324940,3,2021-03-21T15:24:57.139Z,,female,36,American,4,cmedium,healthy,"protein,vegetables,lweight",lactose,American,0,0
197,224,1276155819859,3,2021-03-21T15:26:58.027Z,,female,69,American,2,cmedium,neutral,lweight,none,American,0,0
198,225,1120154271745,3,2021-03-21T15:27:44.206Z,,female,43,usa,3,cmedium,healthy,lweight,none,0,0,Other
199,226,1032659662672,3,2021-03-21T15:27:30.971Z,,female,65,American,3,chigh,healthy,lweight,"lactose,sulfite intolerance",American,0,0
200,227,1555078945508,3,2021-03-21T15:31:15.177Z,,male,32,American,4,cmedium,neutral,none,none,American,0,0
201,228,262305097001,3,2021-03-21T15:31:58.875Z,,female,27,American,5,cmedium,healthy,none,none,American,0,0
202,229,367465953178,3,2021-03-21T15:33:07.486Z,,female,31,American,2,cmedium,healthy,lweight,none,American,0,0
203,230,57705526066,3,2021-03-21T15:34:25.263Z,,male,32,American,3,cmedium,neutral,"protein,vegetables",none,American,0,0
204,231,380337679036,3,2021-03-21T15:34:56.232Z,,female,33,American,3,cmedium,neutral,lweight,none,American,0,0
205,232,406543971782,3,2021-03-21T15:35:57.595Z,,male,24,American,3,cmedium,unhealthy,gweight,none,American,0,0
206,233,637269058789,3,2021-03-21T15:39:08.728Z,,male,32,American,4,cmedium,unhealthy,lweight,none,American,0,0
207,234,1590111351663,3,2021-03-21T15:40:07.333Z,,female,61,American,3,cveryhigh,healthy,none,low fodmap,American,0,0
208,235,729648666456,3,2021-03-21T15:42:42.324Z,,male,50,American,4,chigh,healthy,"salt,fruit,vegetables,lweight",none,American,0,0
209,236,410262209679,3,2021-03-21T15:44:44.105Z,,female,46,American,4,chigh,healthy,"protein,vegetables,lweight",none,American,0,0
210,237,29845007444,3,2021-03-21T15:46:55.358Z,,female,49,American,2,cmedium,neutral,"vegetables,lweight",none,American,0,0
211,238,15957297078,3,2021-03-21T15:49:31.402Z,,male,50,American,3,cmedium,healthy,vegetables,none,American,0,0
212,239,1357177993230,3,2021-03-21T15:49:25.287Z,,female,56,American,3,chigh,healthy,"protein,fruit,vegetables,lweight",gluten,American,0,0
213,242,1267916359172,3,2021-03-21T15:53:15.500Z,,male,38,USA,5,chigh,healthy,"protein,vegetables",none,0,0,Other
214,243,121995977830,3,2021-03-21T15:52:51.274Z,,female,64,American,5,cmedium,healthy,vegetables,none,American,0,0
215,244,163880708408,3,2021-03-21T15:56:23.638Z,,female,54,American,2,cmedium,healthy,"protein,salt,fruit,vegetables",none,American,0,0
216,245,807744864518,3,2021-03-21T15:58:53.145Z,,female,30,American,3,cmedium,unhealthy,lweight,none,American,0,0
217,246,69191047912,3,2021-03-21T15:59:28.234Z,,male,42,American,3,cveryhigh,healthy,none,none,American,0,0
218,247,17167592412,3,2021-03-21T15:59:24.984Z,,male,36,American,3,cmedium,healthy,"protein,salt,fruit,vegetables,lweight",none,American,0,0
219,248,756189740527,3,2021-03-21T16:00:17.428Z,,male,36,American,3,clow,healthy,gweight,none,American,0,0
220,249,1284312105637,3,2021-03-21T16:01:32.832Z,,female,31,American,4,cmedium,healthy,Eat less carbs,none,American,0,0
221,250,562277812640,3,2021-03-21T16:01:57.838Z,,male,68,American,5,cveryhigh,neutral,vegetables,none,American,0,0
222,251,1290724621994,3,2021-03-21T16:03:03.105Z,,female,36,American,4,chigh,healthy,none,vegan,American,0,0
223,253,12462387369,3,2021-03-21T16:04:57.686Z,,female,50,American,4,cmedium,neutral,none,none,American,0,0
224,254,520377323385,3,2021-03-21T16:06:03.631Z,,male,39,American,3,cmedium,healthy,none,pescatarian,American,0,0
225,255,502449634121,3,2021-03-21T16:06:02.513Z,,male,52,American,2,chigh,healthy,"protein,fruit,lweight",none,American,0,0
226,256,17522431830,3,2021-03-21T16:07:06.654Z,,female,27,American,3,chigh,healthy,"fruit,vegetables","lactose,allergies",American,0,0
227,257,1290030369563,3,2021-03-21T16:07:30.290Z,,female,54,American,3,clow,unhealthy,lweight,none,American,0,0
228,258,469567765208,3,2021-03-21T16:09:43.869Z,,male,50,American,3,cmedium,neutral,"vegetables,lweight",none,American,0,0
229,259,262507759545,3,2021-03-21T16:17:25.298Z,,female,41,American,3,cveryhigh,vhealhty,none,none,American,0,0
230,260,29836304816,3,2021-03-21T16:17:58.802Z,,female,29,American,4,cmedium,neutral,none,pescatarian,American,0,0
231,261,158707491369,3,2021-03-21T16:19:25.253Z,,male,30,American,3,cmedium,neutral,vegetables,none,American,0,0
232,262,780242192937,3,2021-03-21T16:21:07.448Z,,female,40,American,3,chigh,neutral,"protein,fruit,vegetables,lweight",none,American,0,0
233,263,482055356117,3,2021-03-21T16:23:24.933Z,,male,62,American,3,cmedium,healthy,none,none,American,0,0
234,265,1135186876134,3,2021-03-21T16:24:26.911Z,,female,38,American,3,cmedium,neutral,"protein,lweight",none,American,0,0
235,266,251968029578,3,2021-03-21T16:27:00.661Z,,female,39,American,2,chigh,neutral,none,none,American,0,0
236,267,1512031070522,3,2021-03-21T16:28:31.140Z,,male,30,American,3,cverylow,healthy,vegetables,none,American,0,0
237,270,668048523186,3,2021-03-21T17:04:52.884Z,,male,55,American,3,cveryhigh,neutral,none,none,American,0,0
238,271,312160988957,3,2021-03-21T17:31:34.389Z,,female,20,American,2,cmedium,neutral,"protein,lweight",none,American,0,0
239,272,1326088531021,3,2021-03-21T17:37:40.103Z,,female,47,American,4,cmedium,unhealthy,lweight,vegan,American,0,0
240,273,1280629628141,3,2021-03-21T18:03:11.015Z,,female,46,American,2,cmedium,healthy,NO,none,American,0,0
