user_id,condnum,iso_time,prolific_id,gender,age,nationality,education,experience,eating_habits,goal,restrictions
537907129081,3,2021-03-21T13:33:33.910Z,,male,33,US,4,clow,unhealthy,"[""lweight""]","[""none""]"
473272939168,3,2021-03-21T13:33:26.251Z,,male,61,USA,2,cmedium,neutral,"[""vegetables"",""lweight""]","[""none""]"
138320888462,3,2021-03-21T13:42:50.177Z,,male,30,USA,3,cmedium,healthy,"[""protein""]","[""vegan""]"
931485373522,3,2021-03-21T13:44:35.413Z,,female,51,usa,3,cmedium,unhealthy,"[""lweight""]","[""none""]"
672013981652,3,2021-03-21T13:45:07.241Z,,male,30,American,2,clow,healthy,"[""lweight""]","[""none""]"
910833838754,3,2021-03-21T13:42:19.239Z,,male,31,USA,4,chigh,healthy,"[""protein"",""fruit""]","[""halal""]"
668279401411,3,2021-03-21T13:48:36.705Z,,male,29,american,3,clow,vunhealthy,"[""fruit"",""vegetables"",""lweight""]","[""none""]"
1607900665823,3,2021-03-21T13:54:42.373Z,,male,73,USA,5,cmedium,neutral,"[""none""]","[""none""]"
339750980094,3,2021-03-21T13:57:56.265Z,,male,34,American,3,chigh,healthy,"[""protein"",""fruit"",""vegetables"",""lweight""]","[""none""]"
955723873464,3,2021-03-21T13:59:41.238Z,,female,32,American,3,cmedium,neutral,"[""lweight""]","[""none""]"
1545193114476,3,2021-03-21T14:02:34.296Z,,female,41,American (United States),4,clow,healthy,"[""vegetables"",""lweight""]","[""vegan"",""Vegan""]"
599299261392,3,2021-03-21T14:05:15.287Z,,female,58,American,2,chigh,healthy,"[""fruit"",""vegetables""]","[""none""]"
852293701007,3,2021-03-21T14:10:52.965Z,,male,33,American,3,cmedium,healthy,"[""lweight""]",[]
909122817523,3,2021-03-21T14:11:19.592Z,,female,54,us,3,cverylow,vunhealthy,"[""protein""]","[""vegan""]"
1274970722543,3,2021-03-21T14:12:09.013Z,,female,54,us,2,cmedium,vunhealthy,"[""salt""]","[""vegan""]"
1116149946103,3,2021-03-21T14:13:22.095Z,,male,36,American ,4,cmedium,neutral,"[""lweight""]","[""none""]"
